,date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,sensor_combination
373,2010-03-26 07:00:00,8.9,69.6,0.7375,1122.0,825.2,1045.4,1409.2,983.7,1.5,6.7,138.6,862664.0800000001
374,2010-03-26 08:00:00,10.3,62.0,0.7214,1378.0,1116.9,759.5,1882.8,1385.4,3.3,15.7,236.6,2101340.486666667
375,2010-03-26 09:00:00,11.1,57.6,0.7544,1337.6,1226.9,682.0,1947.3,1569.9,3.8,19.5,272.2,2387583.5366666666
385,2010-03-26 19:00:00,11.0,50.4,0.6046,1168.0,1084.3,893.5,1509.2,887.4,2.5,11.8,121.2,1634866.7266666668
386,2010-03-26 20:00:00,9.4,54.2,0.628,1060.2,1020.0,879.4,1579.4,942.8,2.5,10.9,112.8,1609429.1666666667
387,2010-03-26 21:00:00,10.2,53.3,0.6172,991.0,802.9,1086.0,1334.2,785.8,1.5,5.9,96.0,871949.4
388,2010-03-26 22:00:00,10.2,51.9,0.6063,962.5,728.1,1256.1,1164.4,731.4,1.2,4.7,76.6,914566.4099999999
389,2010-03-26 23:00:00,9.8,53.2,0.6103,933.1,736.4,1224.6,1333.5,618.2,1.1,4.2,66.7,901795.44
443,2010-03-29 05:00:00,10.4,50.2,0.6341,942.9,581.4,1513.0,1191.8,635.0,0.7,1.7,58.3,879658.2
445,2010-03-29 07:00:00,7.7,55.7,0.615,1309.0,1192.5,877.8,1720.7,1112.0,2.9,14.9,186.4,2050375.9166666667
493,2010-03-31 07:00:00,13.4,56.5,0.9129,1521.5,1156.3,713.8,1868.2,1337.3,3.2,15.3,196.6,2158640.8266666667
494,2010-03-31 08:00:00,12.7,64.8,0.9256,1469.4,1204.4,594.3,1976.6,1474.1,4.3,20.3,220.8,2379058.2066666665
495,2010-03-31 09:00:00,10.1,69.9,0.9384,1224.1,979.4,828.4,1528.7,1082.1,2.1,9.0,177.4,1495649.9466666668
496,2010-03-31 10:00:00,12.0,68.2,0.9582,1256.9,820.3,1004.8,1423.1,936.0,1.6,6.1,148.3,824237.44
497,2010-03-31 11:00:00,12.0,70.7,0.9924,1328.1,832.8,884.0,1547.4,1064.2,1.8,8.2,130.2,1287115.8866666667
498,2010-03-31 12:00:00,12.7,74.8,1.0442,1501.5,1066.0,771.2,1807.4,1084.4,2.9,10.7,216.2,1925129.566666667
499,2010-03-31 13:00:00,11.9,72.6,1.0411,1217.2,906.2,879.8,1719.9,1050.5,2.1,9.6,144.5,1557014.5466666669
